00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
00,00,00,00,00,00,00,00,04,04,04,04,04,00,00,00,00,00,00,00,00,00,00,00,00,00,00,01,01,01,
00,00,00,00,00,00,00,00,04,00,00,00,04,00,00,00,00,00,00,00,00,00,12,12,12,00,00,01,00,01,
01,01,01,01,01,01,00,00,04,00,00,00,04,00,00,00,00,00,00,00,00,00,12,00,12,00,00,01,00,01,
01,00,01,01,00,01,00,00,04,00,04,01,01,00,00,00,00,00,00,00,00,00,12,00,12,00,00,01,00,01,
01,00,01,01,00,01,00,00,04,00,04,00,00,00,00,00,00,00,02,16,16,16,02,00,02,02,00,01,00,01,
00,00,00,00,00,00,00,00,04,00,04,00,00,00,00,00,00,00,02,00,00,00,00,00,00,02,00,01,00,01,
00,00,00,00,00,00,00,00,04,00,04,22,22,00,00,00,00,00,02,00,02,02,01,04,00,02,00,01,00,01,
00,00,00,00,00,00,00,00,04,00,00,00,22,00,00,00,00,00,02,00,02,02,01,04,00,02,02,01,00,01,
00,00,00,00,00,00,00,00,04,04,22,22,22,00,00,00,00,00,00,00,00,00,00,00,00,00,02,01,00,01,
00,00,01,01,01,00,00,00,00,00,00,00,00,00,00,00,00,00,01,02,02,01,01,01,02,00,02,01,00,01,
00,00,01,00,01,10,14,14,14,16,16,16,20,16,16,08,08,08,04,00,00,00,00,00,02,02,02,01,00,01,
00,00,01,01,01,10,00,00,00,00,00,00,20,00,00,00,00,00,04,00,00,00,00,00,00,01,01,00,00,01,
00,00,00,00,10,10,00,00,16,00,16,16,20,16,16,16,06,00,04,04,04,01,01,01,00,01,00,00,01,01,
00,00,00,00,10,00,00,18,16,00,16,00,00,00,00,00,06,00,00,00,00,00,00,02,00,01,00,01,01,00,
00,00,00,00,10,00,00,18,08,00,08,00,00,00,00,00,06,00,04,04,02,00,00,02,00,01,00,01,00,00,
00,00,00,00,10,00,00,00,08,00,08,00,00,04,04,04,04,00,00,02,02,02,00,02,01,01,00,01,00,00,
01,00,01,00,10,00,10,18,14,00,14,26,16,16,00,00,04,00,04,02,00,08,00,00,00,01,00,01,00,00,
02,00,02,01,02,00,02,08,14,00,00,26,00,00,00,00,00,00,04,00,02,02,00,00,00,01,00,01,01,00,
02,00,00,00,00,00,00,00,00,00,08,26,01,04,00,04,04,04,04,02,02,00,00,02,02,02,00,00,01,00,
02,02,02,02,00,00,02,02,08,00,08,00,00,04,00,04,00,02,02,02,02,00,00,00,00,00,00,00,01,00,
02,00,00,02,02,00,02,00,08,08,08,00,00,04,00,04,02,02,00,00,00,00,00,01,01,01,01,01,01,00,
02,00,00,00,00,00,02,00,00,00,00,00,00,02,00,00,00,00,00,00,00,00,00,01,00,00,00,00,00,00,
02,02,02,00,02,00,02,02,02,02,02,00,00,02,02,01,02,02,02,02,01,01,01,01,00,00,00,00,00,00,
00,00,02,02,01,00,00,00,00,00,02,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
00,00,00,00,01,01,01,01,02,02,02,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
